,Donation ID,Constituent Number,Received Date,Donation Amount,Thank You Letter ID,Thank You Letter,Fund Name,Campaign Name,Co-Donor Exists,DonationSize_onehundred,Recurring Donor
33844,41395,2387,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33845,41396,9348,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33846,41397,4292,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33847,41398,3982,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33848,41399,772,11/15/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33849,41400,632,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33850,41401,8721,11/15/2017 0:00,25,,,Impact Athlete,2017 Impact Athete,0,0,1
33851,41402,9353,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33852,41403,3101,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33853,41404,11237,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33854,41405,2436,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33855,41406,7344,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33856,41407,6707,11/15/2017 0:00,80,,,Individuals,2017 Annual Campaign,0,0,1
33857,41408,8897,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33858,41409,12199,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33859,41410,11290,11/15/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,1
33860,41411,12261,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33861,41412,12260,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33862,41413,10861,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33863,41414,12093,11/15/2017 0:00,10,,,HALO,2017 HALO,0,0,1
33864,41415,397,11/15/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33865,41416,3484,11/15/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33866,41417,6066,11/15/2017 0:00,370,,,Individuals,2017 Annual Campaign,0,1,1
33867,41418,1712,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33868,41419,13044,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33869,41420,8702,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33870,41421,19351,11/15/2017 0:00,10,,,HALO,2017 HALO,0,0,1
33871,41422,19570,11/15/2017 0:00,50,,,Friendraiser Banquet,2017 Banquet,0,0,1
33872,41423,19567,11/15/2017 0:00,10,,,Friendraiser Banquet,2017 Banquet,0,0,1
33873,41424,6951,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33874,41425,20693,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33875,41426,20693,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33876,41427,20693,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33877,41428,20694,11/15/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33878,41429,20694,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33879,41430,20694,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33880,41431,12378,11/15/2017 0:00,515.09,,,Individuals,2017 Annual Campaign,0,1,1
33881,41432,122,11/15/2017 0:00,40,,,Individuals,2017 Annual Campaign,0,0,1
33882,41433,2514,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33883,41434,7312,11/15/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,1
33884,41435,6920,11/15/2017 0:00,85,,,Individuals,2017 Annual Campaign,0,0,1
33885,41436,8667,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33886,41437,1873,11/15/2017 0:00,150,,,Individuals,2017 Annual Campaign,0,1,1
33887,41438,77,11/15/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33888,41439,11213,11/15/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33889,41440,19566,11/15/2017 0:00,25,,,Friendraiser Banquet,2017 Banquet,0,0,1
33890,41457,427,11/15/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,1
33891,41491,20714,11/15/2017 0:00,45,,,Concert,2017 Concert,0,0,1
33892,41492,20714,11/15/2017 0:00,45,,,Concert,2017 Concert,0,0,1
33893,41493,7726,11/15/2017 0:00,35,,,Individuals,2017 Annual Campaign,1,0,1
33894,41494,7726,11/15/2017 0:00,35,,,Individuals,2017 Annual Campaign,1,0,1
33895,41495,7726,11/15/2017 0:00,35,,,Individuals,2017 Annual Campaign,1,0,1
33896,41496,20715,11/15/2017 0:00,10,,,Concert,2017 Concert,0,0,1
33897,41497,20715,11/15/2017 0:00,45,,,Concert,2017 Concert,0,0,1
33898,41498,20715,11/15/2017 0:00,45,,,Concert,2017 Concert,0,0,1
33899,41499,14872,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33900,41500,14872,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33901,41501,20716,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33902,41502,20716,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33903,41503,20717,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33904,41504,20717,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33905,41505,20717,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33906,41506,20718,11/15/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33907,41507,20718,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33908,41508,20719,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,0
33909,41509,627,11/15/2017 0:00,125,,,Individuals,2017 Annual Campaign,0,1,1
33910,41520,20739,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33911,41521,20739,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33912,41522,20739,11/15/2017 0:00,20.66,,,Concert,2017 Concert,0,0,1
33913,41523,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33914,41524,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33915,41525,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33916,41526,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33917,41527,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33918,41528,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33919,41529,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33920,41530,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33921,41531,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33922,41532,20740,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33923,41533,7617,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33924,41534,20743,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33925,41535,20744,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33926,41536,20744,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33927,41537,5131,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33928,41538,5131,11/15/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33929,41539,11549,11/15/2017 0:00,500,,,Individuals,2017 Annual Campaign,0,1,1
33930,41540,441,11/16/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33931,41541,3777,11/16/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33932,41542,10318,11/16/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33933,41543,20745,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33934,41544,20745,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33935,41545,20745,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33936,41546,20745,11/16/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33937,41547,20745,11/16/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33938,41548,20745,11/16/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33939,41549,20746,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33940,41550,20746,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33941,41551,20746,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33942,41552,20746,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33943,41570,20764,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33944,41571,20764,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33945,41572,20765,11/16/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33946,41573,20765,11/16/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33947,41574,20766,11/16/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33948,41575,20766,11/16/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33949,41576,20766,11/16/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33950,41577,20767,11/16/2017 0:00,51.59,,,Concert,2017 Concert,0,0,1
33951,41578,20767,11/16/2017 0:00,51.59,,,Concert,2017 Concert,0,0,1
33952,41603,1201,11/16/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33953,41628,20792,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33954,41629,20792,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33955,41630,20792,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33956,41631,20792,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33957,41632,20793,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33958,41633,20793,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33959,41634,6707,11/17/2017 0:00,515.09,,,Individuals,2017 Annual Campaign,0,1,1
33960,41635,11096,11/17/2017 0:00,1000,,,Individuals,2017 Annual Campaign,1,1,1
33961,41636,8643,11/17/2017 0:00,100,,,Local Missions,2017 Local Missions,0,0,1
33962,41637,1352,11/17/2017 0:00,3601.72,,,Community Giving,2017 Community Giving Campaign,0,1,1
33963,41638,11042,11/17/2017 0:00,54.79,,,Individuals,2017 Annual Campaign,0,0,1
33964,41639,20743,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33965,41640,20795,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,0
33966,41641,20796,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33967,41642,20796,11/17/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33968,41643,13040,11/17/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33969,41644,1111,11/17/2017 0:00,250,,,Individuals,2017 Annual Campaign,0,1,1
33970,41645,19091,11/17/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
33971,41653,20817,11/18/2017 0:00,25.95,,,Concert,2017 Concert,0,0,0
33972,41654,20818,11/18/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33973,41655,20818,11/18/2017 0:00,20,,,Concert,2017 Concert,0,0,1
33974,41656,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33975,41657,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33976,41658,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33977,41659,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33978,41660,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33979,41661,20819,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33980,41662,20821,11/18/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33981,41663,20821,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33982,41664,20821,11/18/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33983,41665,557,11/18/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
33984,41666,13125,11/18/2017 0:00,56.84,,,Individuals,2017 Annual Campaign,0,0,1
33985,41667,9519,11/18/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
33986,41678,20842,11/19/2017 0:00,75,,,Concert,2017 Concert,0,0,1
33987,41679,20842,11/19/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33988,41680,20843,11/19/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33989,41681,20843,11/19/2017 0:00,50,,,Concert,2017 Concert,0,0,1
33990,41682,20844,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33991,41683,20844,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33992,41684,20844,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33993,41685,20844,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33994,41686,20848,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33995,41687,20848,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33996,41688,20849,11/19/2017 0:00,5,,,Concert,2017 Concert,0,0,1
33997,41689,20849,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33998,41690,20849,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
33999,41691,20849,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34000,41692,20849,11/19/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34001,41693,4417,11/19/2017 0:00,515.09,,,Individuals,2017 Annual Campaign,0,1,1
34002,41703,20867,11/20/2017 0:00,25.95,,,Concert,2017 Concert,0,0,0
34003,41704,20872,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34004,41705,20872,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34005,41706,20872,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34006,41707,14978,11/15/2017 0:00,10,,,HALO,2017 HALO,0,0,1
34007,41708,17645,11/15/2017 0:00,10,,,HALO,2017 HALO,0,0,1
34008,41709,20883,11/20/2017 0:00,10,,,Individuals,2017 Annual Campaign,1,0,0
34009,41710,5712,11/20/2017 0:00,2500,,,Individuals,2017 Annual Campaign,1,1,1
34010,41711,11528,11/20/2017 0:00,20,,,Individuals,2017 Annual Campaign,1,0,1
34011,41712,20887,11/20/2017 0:00,25.84,,,Concert,2017 Concert,0,0,1
34012,41713,20887,11/20/2017 0:00,25.84,,,Concert,2017 Concert,0,0,1
34013,41714,20888,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34014,41715,20888,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34015,41716,20889,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34016,41717,20889,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34017,41718,6088,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34018,41719,6088,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34019,41720,6088,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34020,41721,20890,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34021,41722,20890,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34022,41723,20890,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34023,41724,20895,11/20/2017 0:00,10,,,Concert,2017 Concert,0,0,1
34024,41725,20895,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34025,41726,20895,11/20/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34026,41728,13446,11/20/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
34027,41729,20180,11/20/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
34028,41730,8819,11/20/2017 0:00,8000,,,Individuals,2017 Annual Campaign,1,1,1
34029,41731,10124,11/20/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,1
34030,41732,597,11/20/2017 0:00,50,,,Individuals,2017 Annual Campaign,1,0,1
34031,41733,1378,11/20/2017 0:00,100,8,Thank You,Local Missions,2017 Local Missions,0,0,1
34032,41734,110,11/20/2017 0:00,25,8,Thank You,Individuals,2017 Annual Campaign,1,0,1
34033,41735,13496,11/20/2017 0:00,25,8,Thank You,Community Giving,2017 Community Giving Campaign,0,0,1
34034,41736,13496,11/20/2017 0:00,25,8,Thank You,Community Giving,2017 Community Giving Campaign,0,0,1
34035,41737,13496,11/20/2017 0:00,25,8,Thank You,Community Giving,2017 Community Giving Campaign,0,0,1
34036,41738,20918,11/20/2017 0:00,421.82,8,Thank You,Community Giving,2017 Community Giving Campaign,0,1,1
34037,41753,20942,11/20/2017 0:00,500,8,Thank You,Impact Other,2017 Impact Other,0,1,1
34038,41754,1384,11/20/2017 0:00,3000,8,Thank You,Grants,2017 Grants,0,1,1
34039,41755,11568,11/20/2017 0:00,5000,8,Thank You,Heritage Partners,2017 Heritage Partners,0,1,1
34040,41756,20943,11/21/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34041,41757,20943,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34042,41758,20943,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34043,41759,20943,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34044,41760,20943,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34045,41761,20944,11/21/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,0
34046,41762,20946,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,0
34047,41763,1547,11/17/2017 0:00,55.66,,,Community Giving,2017 Community Giving Campaign,0,0,1
34048,41764,42,11/21/2017 0:00,200,,,Individuals,2017 Annual Campaign,0,1,1
34049,41765,8964,11/20/2017 0:00,450,,,In Kind,2017 InKind,0,1,1
34050,41767,21277,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34051,41768,21277,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34052,41769,20950,11/21/2017 0:00,50,,,Concert,2017 Concert,0,0,0
34053,41770,20951,11/21/2017 0:00,50,,,Concert,2017 Concert,0,0,0
34054,41771,20952,11/21/2017 0:00,100,,,Concert,2017 Concert,0,0,0
34055,41772,726,11/21/2017 0:00,50,,,Concert,2017 Concert,0,0,1
34056,41776,20954,11/21/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34057,41777,20954,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34058,41778,20954,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34059,41779,20954,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34060,41780,20954,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34061,41781,20954,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34062,41782,20955,11/21/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34063,41783,20955,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34064,41784,20955,11/21/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34065,41785,4505,11/21/2017 0:00,150,,,Individuals,2017 Annual Campaign,0,1,1
34066,41786,15904,11/21/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
34067,41803,20967,11/22/2017 0:00,51.56,,,Concert,2017 Concert,0,0,1
34068,41804,20967,11/22/2017 0:00,51.56,,,Concert,2017 Concert,0,0,1
34069,41805,20967,11/22/2017 0:00,51.56,,,Concert,2017 Concert,0,0,1
34070,41806,20969,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34071,41807,20969,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34072,41808,1420,11/14/2017 0:00,500,,,Individuals,2017 Annual Campaign,0,1,1
34073,41809,1420,11/14/2017 0:00,1000,,,Individuals,2017 Annual Campaign,0,1,1
34074,41810,20970,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34075,41811,20970,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34076,41812,19331,11/22/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
34077,41813,20972,11/21/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,1
34078,41814,20973,11/21/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,0
34079,41815,20974,11/21/2017 0:00,50,,,Individuals,2017 Annual Campaign,0,0,0
34080,41816,20975,11/21/2017 0:00,220,,,Individuals,2017 Annual Campaign,0,1,0
34081,41817,20976,11/21/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,0
34082,41818,20977,11/21/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,0
34083,41819,20978,11/21/2017 0:00,20,,,Individuals,2017 Annual Campaign,0,0,0
34084,41820,20979,11/22/2017 0:00,25.84,,,Concert,2017 Concert,0,0,1
34085,41821,20979,11/22/2017 0:00,25.84,,,Concert,2017 Concert,0,0,1
34086,41822,10134,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34087,41823,10134,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34088,41824,73,11/22/2017 0:00,500,,,Individuals,2017 Annual Campaign,1,1,1
34089,41825,534,11/20/2017 0:00,100,,,Individuals,2017 Annual Campaign,1,0,1
34090,41826,20981,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34091,41827,20981,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34092,41828,20981,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34093,41829,20981,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34094,41830,20981,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34095,41831,20986,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34096,41832,20986,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34097,41833,20987,11/22/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34098,41834,20987,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34099,41835,20987,11/22/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34100,41853,3982,11/23/2017 0:00,154.67,,,Individuals,2017 Annual Campaign,0,1,1
34101,41854,20992,11/23/2017 0:00,75,,,Concert,2017 Concert,0,0,1
34102,41855,20992,11/23/2017 0:00,75,,,Concert,2017 Concert,0,0,1
34103,41856,20992,11/23/2017 0:00,50,,,Concert,2017 Concert,0,0,1
34104,41857,20993,11/23/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34105,41858,20993,11/23/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34106,41859,20993,11/23/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34107,41878,21017,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34108,41879,21017,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34109,41880,12920,11/24/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34110,41881,12920,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34111,41882,21018,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34112,41883,21018,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34113,41884,21018,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34114,41885,21018,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34115,41886,21018,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34116,41887,21019,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34117,41888,21020,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,0
34118,41889,21021,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34119,41890,21021,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34120,41891,21021,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34121,41892,21021,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34122,41893,19391,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34123,41894,19391,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34124,41895,19391,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34125,41896,21025,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34126,41897,21025,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34127,41898,12878,11/24/2017 0:00,103.18,,,Individuals,2017 Annual Campaign,0,1,1
34128,41899,21026,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34129,41900,21026,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34130,41901,21026,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34131,41902,21026,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34132,41903,21029,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34133,41904,21029,11/24/2017 0:00,20,,,Concert,2017 Concert,0,0,1
34134,41905,13041,11/24/2017 0:00,25,,,Individuals,2017 Annual Campaign,0,0,1
34135,41928,21042,11/25/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34136,41929,21042,11/25/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34137,41930,21042,11/25/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34138,41931,21042,11/25/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34139,41932,21042,11/25/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34140,41933,11414,11/25/2017 0:00,100,,,Individuals,2017 Annual Campaign,0,0,1
34141,41953,6161,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34142,41954,21067,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34143,41955,21067,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34144,41956,21068,11/26/2017 0:00,5,,,Concert,2017 Concert,0,0,1
34145,41957,21068,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34146,41958,21068,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
34147,41959,21068,11/26/2017 0:00,25,,,Concert,2017 Concert,0,0,1
